timestamp,standard_mse,standard_lpd,input_weighted_mse,input_weighted_lpd,variational_input_weighted_mse,variational_input_weighted_lpd,variational_mean,variational_std,standard_log_sigma2,input_weighted_log_sigma2,variational_log_sigma2
2025-04-01 10:53:23,0.1520288735628128,-11.537342071533203,0.2086120545864105,-2.5650205612182617,0.2096952944993972,-2.431393623352051,-0.015003340318799,0.940919041633606,-2.516894578933716,-2.759603261947632,-2.9281203746795654
2025-04-01 10:54:36,0.2329978793859481,-2.5502710342407227,0.0835817828774452,-1.3818998336791992,0.0834074690937995,-1.3367332220077517,-0.0246649961918592,0.9639086127281188,-3.119889259338379,-2.844677448272705,-2.8186051845550537
2025-04-01 10:56:31,0.0998771116137504,-3.1187915802001953,0.1065080165863037,-0.8917451500892639,0.1092663928866386,-0.9543287754058838,0.0155726624652743,0.9364917874336244,-2.8755955696105957,-3.065665483474731,-3.056303024291992
2025-04-01 10:58:28,0.1394276469945907,-4.471468448638916,0.1707116365432739,-2.0658774375915527,0.1739778518676757,-2.0500669479370117,0.0069325580261647,0.9523540735244752,-3.0909082889556885,-2.9591047763824463,-2.983057975769043
2025-04-01 10:59:04,0.2992098331451416,-3.6478121280670166,0.2895503938198089,-1.551893711090088,0.2924404740333557,-1.7561650276184082,0.0127046825364232,0.90854674577713,-3.14866042137146,-2.9457738399505615,-3.3013601303100586
2025-04-01 10:59:40,0.1311289221048355,-12.288893699645996,0.1264495700597763,-1.9442071914672852,0.1274113804101944,-1.856170654296875,-0.0009074534173123,0.960762083530426,-3.017629384994507,-2.770247220993042,-2.806495189666748
2025-04-01 11:00:18,0.1102859526872634,-5.021526336669922,0.1411340981721878,-1.6952688694000244,0.1394127309322357,-1.8478188514709473,-0.0245386864989995,0.9506154656410216,-2.6104331016540527,-2.902164936065674,-2.9999465942382812
2025-04-01 11:00:56,0.1265546232461929,-4.8465423583984375,0.1961756497621536,-1.547669529914856,0.2000083923339843,-1.6871230602264404,0.0414691418409347,0.9217127561569214,-2.6490049362182617,-3.0779576301574707,-3.061744213104248
2025-04-01 11:01:35,0.1817976981401443,-2.880795955657959,0.129727765917778,-1.1179362535476685,0.1293882131576538,-1.2100814580917358,-0.0156425628811121,0.9470592737197876,-3.0767500400543213,-2.859301805496216,-2.8887600898742676
2025-04-01 11:04:17,0.1957352757453918,-7.903909683227539,0.1992520540952682,-2.1696321964263916,0.1985486596822738,-2.288700819015503,-0.0127561893314123,0.9511771202087402,-3.4115397930145264,-2.8689374923706055,-3.31437087059021
2025-04-01 11:04:53,0.128414899110794,-1.7554337978363037,0.2158587276935577,-1.468687891960144,0.2114532440900802,-1.4761364459991455,0.046451162546873,0.9116544723510742,-2.952446460723877,-3.175180673599243,-2.984825849533081
2025-04-01 11:05:31,0.1849066764116287,-6.96977424621582,0.1663094758987426,-0.983319878578186,0.1688069552183151,-0.9679818749427797,0.0625166594982147,0.9437406659126282,-2.2334887981414795,-2.7769925594329834,-2.744511604309082
2025-04-01 11:06:11,0.1202805936336517,-3.423413038253784,0.1608592867851257,-1.375823974609375,0.1599288880825042,-1.4594203233718872,0.0306794624775648,0.9145910739898682,-2.615020990371704,-2.6862661838531494,-2.825988292694092
2025-04-01 11:09:05,0.3614378273487091,-2.7579729557037354,0.2045594006776809,-2.2251996994018555,0.2023229748010635,-2.2160608768463135,-0.0008491601911373,0.917575180530548,-3.104907989501953,-3.0076215267181396,-3.058050632476806
2025-04-01 11:09:41,0.0908652693033218,-3.2515499591827393,0.1952032595872879,-1.5288870334625244,0.1941364109516143,-1.4377033710479736,0.0320587530732154,0.9281095862388612,-2.522092342376709,-2.636108160018921,-2.758598566055298
2025-04-01 11:10:17,0.1621657907962799,-9.85086154937744,0.1768115609884262,-3.593001365661621,0.1763653755187988,-3.434091806411743,0.0606273934245109,0.9081004858016968,-2.301967144012451,-2.709514856338501,-2.8783419132232666
2025-04-01 11:12:56,0.1034203320741653,-4.587226390838623,0.1041561514139175,-3.4335222244262695,0.1027070805430412,-2.8623135089874268,0.0269946996122598,0.9496751427650452,-2.23669695854187,-2.79243540763855,-2.922983169555664
2025-04-01 11:13:31,0.3125286102294922,-5.284746170043945,0.3562096357345581,-2.3223624229431152,0.3503199815750122,-2.5027759075164795,0.0040840278379619,0.9780717492103576,-3.4162590503692627,-3.181349515914917,-3.1793811321258545
2025-04-01 11:14:07,0.4244606792926788,-4.257094860076904,0.1497296839952469,-1.1655290126800537,0.1482825726270675,-1.1669769287109375,-0.0240383632481098,0.937002658843994,-2.503579378128052,-2.6992876529693604,-2.79129958152771
2025-04-01 11:14:43,0.0986718088388443,-3.901817560195923,0.1420957297086715,-2.037266254425049,0.1420242935419082,-2.1551826000213623,-0.0073018055409193,0.9707162380218506,-3.021225929260254,-2.8757641315460205,-2.8657844066619873
2025-04-01 11:15:22,0.0916391536593437,-3.4390087127685547,0.1565847545862198,-1.9032052755355835,0.1575114428997039,-1.7967159748077393,-0.0241747591644525,0.906282603740692,-2.864985227584839,-3.0401103496551514,-3.251885890960694
2025-04-01 11:16:00,0.2217865586280822,-4.382970809936523,0.3052129447460174,-2.2080953121185303,0.3050882518291473,-2.2205190658569336,-0.0051006702706217,0.9868388175964355,-3.0270681381225586,-2.8415582180023193,-2.8279948234558105
2025-04-01 11:16:39,0.1763409376144409,-14.07252597808838,0.1770589053630828,-2.442249298095703,0.1795384585857391,-2.645956516265869,-0.0619378387928009,0.8628830909729004,-2.245411157608032,-2.9090230464935303,-3.2492408752441406
2025-04-01 11:19:14,0.0753240883350372,-2.072072744369507,0.1088142022490501,-0.9144635200500488,0.1080085486173629,-0.8406506180763245,-0.0058045303449034,0.928955852985382,-3.179802179336548,-3.0095674991607666,-3.0558838844299316
2025-04-01 11:19:51,0.5703853368759155,-3.849285364151001,0.4852823615074157,-1.9084255695343015,0.4918977618217468,-2.007110834121704,0.0243845470249652,0.9599227905273438,-2.777021646499634,-2.907722234725952,-2.9430527687072754
2025-04-01 11:20:28,0.1621268838644027,-2.6783130168914795,0.1665382981300354,-0.7411965131759644,0.1669762581586837,-0.830458402633667,-0.0102335624396801,0.9628353118896484,-2.9616878032684326,-2.452375888824463,-2.680408239364624
2025-04-01 11:22:33,0.0736838355660438,-1.8182183504104616,0.1028808653354644,-1.3172909021377563,0.1017326638102531,-1.1943613290786743,-0.0136884590610861,0.92945396900177,-2.4772229194641113,-2.6922104358673096,-2.8710172176361084
2025-04-01 11:23:08,0.2996502816677093,-2.7838921546936035,0.1644280552864074,-1.4050085544586182,0.1633712202310562,-1.2800837755203247,-0.0330750979483127,0.9365463256835938,-3.140977382659912,-2.8859682083129883,-2.859952449798584
2025-04-01 11:23:46,0.1391991227865219,-3.947777032852173,0.1482405215501785,-2.007413864135742,0.1474273949861526,-1.8657420873641968,0.0207582563161849,0.964934766292572,-2.9530463218688965,-2.9567832946777344,-3.083228826522827
2025-04-01 11:24:25,0.3652523159980774,-4.046336650848389,0.5420950055122375,-2.4717164039611816,0.5343010425567627,-2.4025471210479736,0.014132953248918,0.9480143785476683,-2.5706164836883545,-2.949817180633545,-2.82330322265625
2025-04-01 11:25:03,0.1112334057688713,-2.7418978214263916,0.1269836872816085,-1.498501181602478,0.1258612275123596,-1.4071769714355469,0.0054065254516899,0.950209379196167,-2.856361150741577,-2.770254373550415,-3.099020004272461
2025-04-01 11:25:42,0.0613583661615848,-1.3069288730621338,0.1240160539746284,-1.045210361480713,0.1233436837792396,-1.0261354446411133,0.0189393255859613,0.9287858605384828,-2.4221816062927246,-2.5248332023620605,-2.4417030811309814
2025-04-01 11:26:20,0.3492927551269531,-4.38686466217041,0.1391376703977584,-2.0021352767944336,0.1384019553661346,-2.354646682739258,0.009737929329276,0.937504768371582,-3.160377264022827,-3.044581890106201,-3.065512418746948
2025-04-01 11:28:38,0.1291347295045852,-4.787149906158447,0.1960036903619766,-1.2881698608398438,0.1936304420232772,-1.317490816116333,-0.0180201474577188,0.9397311210632324,-2.343021869659424,-2.801161050796509,-2.9806296825408936
2025-04-01 11:29:14,0.1154099181294441,-2.394540309906006,0.1132572144269943,-1.6680527925491333,0.1123175621032714,-1.6292651891708374,0.0319296531379222,0.936935544013977,-3.313131809234619,-3.067314624786377,-3.1124250888824463
2025-04-01 11:29:51,0.4108668863773346,-7.40350341796875,0.4490902423858642,-2.549783229827881,0.4413016438484192,-2.4828219413757324,-0.0121699525043368,0.9449304938316344,-2.8069114685058594,-3.1013360023498535,-3.1705899238586426
2025-04-01 11:30:29,1.9557204246520996,-6.493398666381836,1.4866604804992676,-2.2602248191833496,1.525080919265747,-2.1455397605895996,0.0564711913466453,0.9513441920280457,-3.2156729698181152,-2.7519490718841553,-2.9398388862609863
2025-04-01 11:31:09,0.1453417390584945,-3.7897188663482666,0.098579466342926,-1.217381238937378,0.0983914360404014,-1.207701325416565,-0.0084684574976563,0.9390610456466676,-2.1790246963500977,-2.876185894012451,-2.819077968597412
2025-04-01 11:31:48,1.0698342323303225,-5.600176811218262,1.0974366664886477,-2.5285425186157227,1.1050491333007812,-2.5548996925354004,-0.0100769540295004,0.9556306004524232,-3.2538840770721436,-3.196915626525879,-3.185755729675293
2025-04-01 11:32:27,0.0957160368561744,-2.2185654640197754,0.1179065927863121,-1.6479673385620115,0.118859976530075,-1.6003226041793823,-0.0725146532058715,0.8945783376693726,-2.953209400177002,-3.075458526611328,-3.028780460357666
2025-04-01 11:35:31,0.2086579948663711,-5.195660591125488,0.1760195195674896,-1.92604398727417,0.1722106039524078,-1.8946079015731812,0.0342930220067501,0.952591836452484,-3.3132402896881104,-2.9918901920318604,-2.9881131649017334
2025-04-01 11:36:07,0.2179971486330032,-2.765446662902832,0.140665203332901,-1.2881643772125244,0.1405416876077652,-1.2096917629241943,-0.0200103782117366,0.9198649525642396,-3.336972713470459,-2.9782779216766357,-2.9700064659118652
2025-04-01 11:36:44,0.1535585969686508,-5.018576145172119,0.2126120626926422,-2.250913619995117,0.2139702588319778,-2.106464147567749,0.0359567776322364,0.9125161170959472,-2.807804822921753,-2.978825330734253,-3.0055155754089355
2025-04-01 11:37:23,0.1049065589904785,-6.237232685089111,0.1826038807630539,-1.3163704872131348,0.1799189448356628,-1.4394268989562988,-0.0130682615563273,0.9492965936660768,-3.2995519638061523,-3.0516669750213623,-3.115060567855835
2025-04-01 11:38:03,0.0842516645789146,-3.236732482910156,0.1468455195426941,-2.226154088973999,0.1458546817302703,-2.20395565032959,0.0277829337865114,0.9407039880752563,-2.632326602935791,-2.6895930767059326,-2.880333662033081
2025-04-01 11:38:42,0.0711271911859512,-2.4557580947875977,0.1736528426408767,-1.3305968046188354,0.1760597825050354,-1.3403774499893188,0.0342932417988777,0.9245069622993468,-2.771554470062256,-3.213931083679199,-3.1322503089904785
2025-04-01 11:39:21,0.0690383687615394,-1.6577032804489136,0.0798227488994598,-1.3863540887832642,0.0794000849127769,-1.264003872871399,0.0342654921114444,0.9069945812225342,-3.0103647708892822,-3.1765382289886475,-3.049253463745117
2025-04-01 11:40:01,0.2034562826156616,-3.662379503250122,0.3027686178684234,-1.9005171060562136,0.2989266514778137,-2.1656126976013184,-0.0293732210993766,0.9562485814094543,-3.0537338256835938,-2.786850929260254,-2.780071496963501
2025-04-01 11:40:40,0.0605233944952487,-1.252681016921997,0.0906668305397033,-0.855040431022644,0.0911925584077835,-0.8507176041603088,0.0503762289881706,0.9209580421447754,-2.814413785934448,-2.9171488285064697,-2.913708209991455
2025-04-01 11:41:22,0.367479145526886,-3.962103366851806,0.2004224210977554,-2.2462751865386963,0.1993759721517563,-2.350839614868164,0.0033442224375903,0.9091322422027588,-3.0143556594848633,-2.948747396469116,-2.869981050491333
2025-04-01 11:42:04,0.0997741296887397,-3.261871337890625,0.1432960927486419,-1.1609138250350952,0.140560507774353,-1.081120491027832,0.0471918806433677,0.931171178817749,-3.4615793228149414,-2.944218635559082,-3.1402437686920166
2025-04-01 11:45:16,0.1231403946876525,-8.3986177444458,0.0879948139190673,-2.328057050704956,0.0883952900767326,-2.142251968383789,0.0046192067675292,0.9529754519462584,-2.722822427749634,-2.9382238388061523,-2.926133632659912
2025-04-01 11:45:53,0.07925422489643097,-1.8975955247879028,0.08468460291624069,-0.991097629070282,0.084943026304245,-0.9379916191101074,0.053679972887039185,0.9274917840957642,-2.938324213027954,-2.962648391723633,-2.91878080368042
